Radia_Perlman	//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Radia_Perlman_2009.jpg/200px-Radia_Perlman_2009.jpg	Radia Joy Perlman (Portsmouth, 1 de janeiro de 1951) é uma cientista da computação estadunidense, projetista de software e engenheira de redes. É algumas vezes referenciada como a mãe da Internet1 por sua invenção do protocolo Spanning Tree (STP), que é fundamental para a operação de pontes de rede mais conhecida por bridge (redes de computadores), enquanto trabalhava para a Digital Equipment Corporation. Ela também fez grandes contribuições para muitas outras áreas de design e padronização de redes, como os protocolos de roteamento link-state.	Estadunidense	|Nascidos em 1951|Internet Hall of Fame|Pioneiras da Internet|Pioneiros da computação|Inventoras|Cientistas da computação dos Estados Unidos|Mulheres cientistas da computação|Alunos do Instituto de Tecnologia de Massachusetts|Naturais de Portsmouth (Virgínia)|	
Ruth_Misener	//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Ruth_Misener.jpg/200px-Ruth_Misener.jpg	Ruth Misener é uma cientista da computação e professora associada no Imperial College London. Sua pesquisa se concentra no desenvolvimento de software e algorítimos de otimização para engenharia de eficiência energética e sistemas biomédicos.		|Engenheiros químicos|Mulheres cientistas da computação|	
Ruzena_Bajcsy	sem foto	Ružena Bajcsy (Bratislava, 28 de maio de 1933) é uma cientista da computação estadunidense, especializada em robótica.	Estadunidense	|Nascidos em 1933|Roboticistas dos Estados Unidos|Fellows da ACM|Fellows do Instituto de Engenheiros Eletricistas e Eletrônicos|Membros da Academia de Artes e Ciências dos Estados Unidos|Professores da Universidade da Pensilvânia|Professores da Universidade da Califórnia em Berkeley|Cientistas da computação dos Estados Unidos|Cientistas da computação da Eslováquia|Mulheres cientistas da computação|Alunos da Universidade Stanford|	
Sally_Floyd	sem foto	Sally Floyd era uma cientista da computação do Instituto Internacional de Ciências da Computação em Berkeley, California. Ela se aposentou em 2009. Ela é mais conhecida por seu trabalho em controle de congestionamento na Internet e está no top 10 dos pesquisadores mais citados em ciência da computação.1	??	|Cientistas da computação dos Estados Unidos|Pioneiros da Internet|Alunos da Universidade da Califórnia em Berkeley|Pioneiras da Internet|Mulheres cientistas da computação|Mulheres na tecnologia|	
Shafrira_Goldwasser	//upload.wikimedia.org/wikipedia/commons/thumb/8/84/Shafi_Goldwasser.JPG/200px-Shafi_Goldwasser.JPG	Shafrira Goldwasser ou Shafi Goldwasser ,1 professora de ciências das matemáticas no Instituto Weizmann da Ciência, em Israel,2 co-fundadora e cientista chefe da Duality Technologies,3 diretora do Instituto Simons para a Teoria da Computação em Berkley, CA,456 e associada à RSA Data Security, Inc.	Estadunidense	|Nascidos em 1958|Prêmio Turing|Prêmio Grace Murray Hopper|Membros da Academia Nacional de Ciências dos Estados Unidos|Professores do Instituto de Tecnologia de Massachusetts|Cientistas da computação de Israel|Cientistas da computação dos Estados Unidos|Mulheres cientistas da computação|Alunos da Universidade da Califórnia em Berkeley|	
Sibyl_Martha_Rock	//upload.wikimedia.org/wikipedia/commons/thumb/3/30/Sibyl_Rock_Control_Engineering_1955.jpg/200px-Sibyl_Rock_Control_Engineering_1955.jpg	Sibyl Martha Rock (Butte, 1 de agosto de 1909, — Los Angeles, 17 de novembro de 1981) foi uma pioneira em espectrometria de massa e informática americana.1	 norte-americana	|Nascidos em 1909|Mortos em 1981|Cientistas da computação|Mulheres na ciência|Alunos da Universidade da Califórnia em Los Angeles|	
Sophie_Wilson	//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Sophie_Wilson_Presenting.jpg/200px-Sophie_Wilson_Presenting.jpg	Sophie Wilson (R. Wilson, antes de assumir ser mulher),4 é uma cientista da computação britânica.5	 Britânica[3]	|Nascidos em 1957|Membras da Royal Society|Cientistas da computação do Reino Unido|Personalidades LGBT do Reino Unido|Cientistas LGBT|	
Toniann_Pitassi	sem foto	Toniann Pitassi (Pittsburgh) é uma matemática e cientista da computação estadunidense-canadense, especialista em complexidade computacional.	Estadunidense, canadense	|Professores da Universidade Estadual da Pensilvânia|Professores da Universidade do Arizona|Professores da Universidade de Pittsburgh|Professores da Universidade de Toronto|Matemáticos do Canadá|Cientistas da computação do Canadá|Mulheres cientistas do Canadá|Mulheres cientistas da computação|Matemáticas|Alunos da Universidade de Toronto|Naturais de Pittsburgh|	
Valeria_de_Paiva	sem foto	Valeria Correa Vaz de Paiva é uma matemática e cientista da computação brasileira associada à Nuance Communications. Seu trabalho inclui pesquisa sobre abordagem lógica para computação, usando especialmente teoria das categorias, representação de conhecimento e semântica de língua natural, e programação funcional com foco sobre os fundamentos e teoria dos tipos.12		|Matemáticas|Mulheres cientistas da computação|Lógicos do Brasil|Matemáticos do Rio de Janeiro|Matemáticos dos Estados Unidos|Cientistas da computação do Brasil|Cientistas da computação dos Estados Unidos|Matemáticos do século XX|Matemáticos do século XXI|Alunos da Universidade de Cambridge|	
Valerie_Aurora	//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Valerie_Aurora_headshot.jpg/200px-Valerie_Aurora_headshot.jpg			|Mulheres cientistas da computação|Feministas dos Estados Unidos|Empregados da IBM|Programadores de software livre|Pessoas da Intel|Pessoas do Linux|	
